algorithm_class,N,chi,status,estimate,exact_count,absolute_error,relative_error,median_elapsed_s,min_elapsed_s,max_elapsed_s,estimate_min,estimate_max,repeats,warmup,peak_rss_bytes,peak_sparse_support,peak_dense_mps_elements,peak_retained_bond,peak_working_bond,peak_pretruncate_rank,svd_calls,svd_qr_fallbacks,truncated_svd_calls,max_discarded_fraction,sum_discarded_fraction,svd_elapsed_s,tensor_entries_examined,tensor_entries_accepted,blas_threads,julia_threads,truncation_occurred
truncated_boundary_mps_float64,12,32,approximate_diagnostic,1.806687278403184,14200,14198.193312721596,0.99987276850152085,5.780681824,5.725384995,5.986471059,1.806687278403184,1.806687278403184,3,1,531705856,NA,89830,32,59,64,1353,0,389,0.19543388895378475,6.982832376877445,1.058213872,2448,2256,128,1,true
