algorithm_class,N,chi,status,estimate,exact_count,absolute_error,relative_error,median_elapsed_s,min_elapsed_s,max_elapsed_s,estimate_min,estimate_max,repeats,warmup,peak_rss_bytes,peak_sparse_support,peak_dense_mps_elements,peak_retained_bond,peak_working_bond,peak_pretruncate_rank,svd_calls,svd_qr_fallbacks,truncated_svd_calls,max_discarded_fraction,sum_discarded_fraction,svd_elapsed_s,tensor_entries_examined,tensor_entries_accepted,blas_threads,julia_threads,truncation_occurred
truncated_boundary_mps_float64,9,4,approximate_diagnostic,-0.19787407974905288,352,352.19787407974906,1.0005621422720143,0.118069327,0.113789411,0.127489758,-0.19787407974905288,-0.19787407974905288,3,1,407199744,NA,1030,4,7,8,720,0,112,0.33015175275012082,5.6858026277801015,0.007026028,1377,1233,128,1,true
truncated_boundary_mps_float64,9,8,approximate_diagnostic,0.85664149531119149,352,351.14335850468882,0.9975663593883205,0.206174938,0.205319291,0.206678538,0.85664149531119149,0.85664149531119149,3,1,395173888,NA,3346,8,14,15,720,0,132,0.21002252042784975,4.7694927708431276,0.016076323,1377,1233,128,1,true
truncated_boundary_mps_float64,9,16,approximate_diagnostic,2.7765684966952047,352,349.22343150330482,0.9921120213162069,0.494407954,0.493663860,0.495164700,2.7765684966952047,2.7765684966952047,3,1,429694976,NA,14654,16,29,30,720,0,168,0.2350004577932191,4.1132845893573968,0.055633124,1377,1233,128,1,true
truncated_boundary_mps_float64,9,32,approximate_diagnostic,6.4332763942200346,352,345.56672360577994,0.98172364660732936,1.746413284,1.742790990,1.897106209,6.4332763942200346,6.4332763942200346,3,1,436822016,NA,55508,32,58,60,720,0,148,0.19501261618171237,3.1283142068620284,0.383390008,1377,1233,128,1,true
truncated_boundary_mps_float64,10,4,approximate_diagnostic,-4.8754066182207044e-15,724,724,1,0.167163049,0.165522396,0.169237412,-4.8754066182207044e-15,-4.8754066182207044e-15,3,1,404029440,NA,1142,4,8,8,909,0,161,0.32447190603383985,6.8840110116834987,0.008848695,1700,1540,128,1,true
truncated_boundary_mps_float64,10,8,approximate_diagnostic,0.89914274566817487,724,723.1008572543318,0.99875809013029249,0.318965737,0.314085118,0.322183733,0.89914274566817487,0.89914274566817487,3,1,402042880,NA,4082,8,15,15,909,0,180,0.24409629895789134,6.3201441380018322,0.023310322,1700,1540,128,1,true
truncated_boundary_mps_float64,10,16,approximate_diagnostic,2.5393112190994032,724,721.46068878090057,0.99649266406201731,0.720901932,0.720001764,0.721333891,2.5393112190994032,2.5393112190994032,3,1,449429504,NA,17552,16,31,31,909,0,232,0.22498226172059776,5.4243913869588436,0.073089184,1700,1540,128,1,true
truncated_boundary_mps_float64,10,32,approximate_diagnostic,6.3353745473627923,724,717.66462545263721,0.99124948266938839,2.752459503,2.681219194,2.837223788,6.3353745473627923,6.3353745473627923,3,1,527806464,NA,72906,32,60,64,909,0,226,0.18399636516666604,4.378013023075674,0.543139897,1700,1540,128,1,true
truncated_boundary_mps_float64,11,4,approximate_diagnostic,-4.9255082658122068e-22,2680,2680,1,0.230770455,0.229313705,0.232123331,-4.9255082658122068e-22,-4.9255082658122068e-22,3,1,411660288,NA,1502,4,8,8,1120,0,193,0.4967155889070442,8.4744926630932031,0.011209896,2057,1881,128,1,true
truncated_boundary_mps_float64,11,8,approximate_diagnostic,0.054675785521570389,2680,2679.9453242144782,0.99997959858749186,0.430809837,0.430710855,0.513996819,0.054675785521570389,0.054675785521570389,3,1,402960384,NA,4384,8,16,16,1120,0,238,0.20377636831598861,7.718832692294713,0.028740192,2057,1881,128,1,true
truncated_boundary_mps_float64,11,16,approximate_diagnostic,3.183124671145924,2680,2676.8168753288542,0.99881226691375158,0.942842485,0.941098130,0.943303895,3.183124671145924,3.183124671145924,3,1,465637376,NA,15740,16,31,31,1120,0,231,0.17277771655311233,6.4355645732563636,0.087272269,2057,1881,128,1,true
truncated_boundary_mps_float64,11,32,approximate_diagnostic,5.020189012550639,2680,2674.9798109874496,0.9981267951445707,4.137787985,4.135284145,4.161858121,5.020189012550639,5.020189012550639,3,1,385462272,NA,83212,32,60,64,1120,0,309,0.22767235266656885,5.718330179571816,0.781390423,2057,1881,128,1,true
truncated_boundary_mps_float64,12,4,approximate_diagnostic,0.0063163935372012297,14200,14199.993683606463,0.99999955518355366,0.308127067,0.306891492,0.308824321,0.0063163935372012297,0.0063163935372012297,3,1,405938176,NA,1496,4,7,8,1353,0,222,0.35556220915735243,8.1564749482134502,0.013588867,2448,2256,128,1,true
truncated_boundary_mps_float64,12,8,approximate_diagnostic,3.8113529418045742,14200,14196.188647058196,0.99973159486325325,0.583273008,0.578216505,0.674544592,3.8113529418045742,3.8113529418045742,3,1,408756224,NA,4744,8,14,15,1353,0,229,0.23543491981496004,8.2591695534835825,0.035981914,2448,2256,128,1,true
truncated_boundary_mps_float64,12,16,approximate_diagnostic,3.9986907845482733,14200,14196.001309215451,0.99971840205742613,1.273303291,1.269197398,1.359673057,3.9986907845482733,3.9986907845482733,3,1,417783808,NA,18802,16,32,32,1353,0,286,0.19214737632653364,7.7968719137555196,0.105774968,2448,2256,128,1,true
truncated_boundary_mps_float64,12,32,approximate_diagnostic,1.806687278403184,14200,14198.193312721596,0.99987276850152085,5.780681824,5.725384995,5.986471059,1.806687278403184,1.806687278403184,3,1,531705856,NA,89830,32,59,64,1353,0,389,0.19543388895378475,6.982832376877445,1.058213872,2448,2256,128,1,true
