N,mode,lanes,count,verified,median_elapsed_s,min_elapsed_s,p10_elapsed_s,p90_elapsed_s,peak_rss_bytes,threads,split_depth,tail_tasks,primes,residues,modulus_product,factorial_bound,recursive_nodes,recursive_accepted_entries,total_accepted_entries,repeats,warmup,algorithm_class,peak_sparse_support,local_tensor_entries_examined,local_tensor_entries_accepted,metrics_collected
14,scalar,3,365596,true,0.015146118,0.014862032,0.014862032,0.015360331,0,128,6,120742,4294967291|4294967279|4294967231,365596|365596|365596,79228160909397609687688407659,87178291200,0,0,153366,7,2,certified_explicit_C_forced_CRT_last6_PEPS,120742,17,153366,false
